,country,year,iso_code,population,gdp,variable,value,energy_source,type,unit,source
10136,North America,2019,,590497015.0,,biofuel_electricity,83.28,biofuel,electricity,terawatt-hours,biofuel
10137,North America,2020,,594263186.0,,biofuel_electricity,78.61,biofuel,electricity,terawatt-hours,biofuel
10138,North America,2021,,597123384.0,,biofuel_electricity,77.4,biofuel,electricity,terawatt-hours,biofuel
10139,North America,2022,,600323657.0,,biofuel_electricity,74.05,biofuel,electricity,terawatt-hours,biofuel
10259,Oceania,2013,,39057783.0,,biofuel_electricity,4.19,biofuel,electricity,terawatt-hours,biofuel
10260,Oceania,2014,,39729340.0,,biofuel_electricity,4.41,biofuel,electricity,terawatt-hours,biofuel
10261,Oceania,2015,,40403644.0,,biofuel_electricity,4.56,biofuel,electricity,terawatt-hours,biofuel
10262,Oceania,2016,,41101240.0,,biofuel_electricity,4.48,biofuel,electricity,terawatt-hours,biofuel
10263,Oceania,2017,,41817267.0,,biofuel_electricity,4.39,biofuel,electricity,terawatt-hours,biofuel
10264,Oceania,2018,,42540030.0,,biofuel_electricity,4.4,biofuel,electricity,terawatt-hours,biofuel
10265,Oceania,2019,,43278474.0,,biofuel_electricity,4.32,biofuel,electricity,terawatt-hours,biofuel
10266,Oceania,2020,,43933757.0,,biofuel_electricity,4.24,biofuel,electricity,terawatt-hours,biofuel
10267,Oceania,2021,,44492065.0,,biofuel_electricity,5.11,biofuel,electricity,terawatt-hours,biofuel
10268,Oceania,2022,,45038860.0,,biofuel_electricity,4.87,biofuel,electricity,terawatt-hours,biofuel
10631,South America,2013,,405147963.0,,biofuel_electricity,46.3,biofuel,electricity,terawatt-hours,biofuel
10632,South America,2014,,409128901.0,,biofuel_electricity,53.48,biofuel,electricity,terawatt-hours,biofuel
10633,South America,2015,,413134461.0,,biofuel_electricity,56.55,biofuel,electricity,terawatt-hours,biofuel
10634,South America,2016,,417101806.0,,biofuel_electricity,57.86,biofuel,electricity,terawatt-hours,biofuel
10635,South America,2017,,420982650.0,,biofuel_electricity,59.59,biofuel,electricity,terawatt-hours,biofuel
10636,South America,2018,,424740741.0,,biofuel_electricity,60.98,biofuel,electricity,terawatt-hours,biofuel
10637,South America,2019,,428318218.0,,biofuel_electricity,61.89,biofuel,electricity,terawatt-hours,biofuel
10638,South America,2020,,431530105.0,,biofuel_electricity,67.25,biofuel,electricity,terawatt-hours,biofuel
10639,South America,2021,,434254167.0,,biofuel_electricity,64.48,biofuel,electricity,terawatt-hours,biofuel
10640,South America,2022,,436816679.0,,biofuel_electricity,61.71,biofuel,electricity,terawatt-hours,biofuel
11096,Africa,2013,,1140180888.0,,carbon_intensity_elec,604.239,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11097,Africa,2014,,1170299297.0,,carbon_intensity_elec,598.401,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11098,Africa,2015,,1201108186.0,,carbon_intensity_elec,597.24,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11099,Africa,2016,,1232111820.0,,carbon_intensity_elec,594.604,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11100,Africa,2017,,1263333997.0,,carbon_intensity_elec,588.312,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11101,Africa,2018,,1295265310.0,,carbon_intensity_elec,583.571,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11102,Africa,2019,,1327701380.0,,carbon_intensity_elec,574.831,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11103,Africa,2020,,1360677453.0,,carbon_intensity_elec,564.446,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11104,Africa,2021,,1393676724.0,,carbon_intensity_elec,559.334,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11105,Africa,2022,,1426736614.0,,carbon_intensity_elec,554.153,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11179,Antarctica,2013,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11180,Antarctica,2014,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11181,Antarctica,2015,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11182,Antarctica,2016,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11183,Antarctica,2017,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11184,Antarctica,2018,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11185,Antarctica,2019,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11186,Antarctica,2020,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11187,Antarctica,2021,ATA,,,carbon_intensity_elec,,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11228,Asia,2013,,4365286895.0,,carbon_intensity_elec,672.312,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11229,Asia,2014,,4412496398.0,,carbon_intensity_elec,663.586,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11230,Asia,2015,,4458250376.0,,carbon_intensity_elec,649.917,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11231,Asia,2016,,4502955714.0,,carbon_intensity_elec,642.091,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11232,Asia,2017,,4547095064.0,,carbon_intensity_elec,636.987,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11233,Asia,2018,,4588802751.0,,carbon_intensity_elec,632.99,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11234,Asia,2019,,4627738749.0,,carbon_intensity_elec,618.811,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11235,Asia,2020,,4663086623.0,,carbon_intensity_elec,608.481,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11236,Asia,2021,,4693332132.0,,carbon_intensity_elec,603.642,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11237,Asia,2022,,4721383370.0,,carbon_intensity_elec,594.408,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11900,Europe,2013,,741180502.0,,carbon_intensity_elec,383.723,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11901,Europe,2014,,742190861.0,,carbon_intensity_elec,369.283,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11902,Europe,2015,,743294457.0,,carbon_intensity_elec,365.967,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11903,Europe,2016,,744516175.0,,carbon_intensity_elec,358.079,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11904,Europe,2017,,745657647.0,,carbon_intensity_elec,352.876,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11905,Europe,2018,,746577709.0,,carbon_intensity_elec,339.597,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11906,Europe,2019,,747418251.0,,carbon_intensity_elec,319.257,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11907,Europe,2020,,747462669.0,,carbon_intensity_elec,295.839,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11908,Europe,2021,,746417727.0,,carbon_intensity_elec,303.85,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
11909,Europe,2022,,744806995.0,,carbon_intensity_elec,318.782,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12899,North America,2013,,560056144.0,,carbon_intensity_elec,464.194,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12900,North America,2014,,565486685.0,,carbon_intensity_elec,460.826,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12901,North America,2015,,570726015.0,,carbon_intensity_elec,442.085,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12902,North America,2016,,576008328.0,,carbon_intensity_elec,425.582,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12903,North America,2017,,581258143.0,,carbon_intensity_elec,412.676,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12904,North America,2018,,585864285.0,,carbon_intensity_elec,408.778,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12905,North America,2019,,590497015.0,,carbon_intensity_elec,392.343,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12906,North America,2020,,594263186.0,,carbon_intensity_elec,366.424,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12907,North America,2021,,597123384.0,,carbon_intensity_elec,375.019,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
12908,North America,2022,,600323657.0,,carbon_intensity_elec,365.843,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13028,Oceania,2013,,39057783.0,,carbon_intensity_elec,641.41,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13029,Oceania,2014,,39729340.0,,carbon_intensity_elec,643.754,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13030,Oceania,2015,,40403644.0,,carbon_intensity_elec,639.937,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13031,Oceania,2016,,41101240.0,,carbon_intensity_elec,624.769,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13032,Oceania,2017,,41817267.0,,carbon_intensity_elec,630.591,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13033,Oceania,2018,,42540030.0,,carbon_intensity_elec,605.921,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13034,Oceania,2019,,43278474.0,,carbon_intensity_elec,592.694,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13035,Oceania,2020,,43933757.0,,carbon_intensity_elec,571.313,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13036,Oceania,2021,,44492065.0,,carbon_intensity_elec,540.431,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13037,Oceania,2022,,45038860.0,,carbon_intensity_elec,507.693,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13400,South America,2013,,405147963.0,,carbon_intensity_elec,246.32,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13401,South America,2014,,409128901.0,,carbon_intensity_elec,260.16,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13402,South America,2015,,413134461.0,,carbon_intensity_elec,259.807,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13403,South America,2016,,417101806.0,,carbon_intensity_elec,244.621,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13404,South America,2017,,420982650.0,,carbon_intensity_elec,228.124,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13405,South America,2018,,424740741.0,,carbon_intensity_elec,215.964,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13406,South America,2019,,428318218.0,,carbon_intensity_elec,216.029,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13407,South America,2020,,431530105.0,,carbon_intensity_elec,203.118,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13408,South America,2021,,434254167.0,,carbon_intensity_elec,220.353,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13409,South America,2022,,436816679.0,,carbon_intensity_elec,179.663,carbon_intensity,elec,grams of CO₂ equivalents per kilowatt-hour,-
13865,Africa,2013,,1140180888.0,,coal_cons_per_capita,992.958,coal,cons,kilowatt-hours,coal
13866,Africa,2014,,1170299297.0,,coal_cons_per_capita,1013.168,coal,cons,kilowatt-hours,coal
13867,Africa,2015,,1201108186.0,,coal_cons_per_capita,935.196,coal,cons,kilowatt-hours,coal
13868,Africa,2016,,1232111820.0,,coal_cons_per_capita,967.12,coal,cons,kilowatt-hours,coal
13869,Africa,2017,,1263333997.0,,coal_cons_per_capita,944.137,coal,cons,kilowatt-hours,coal
13870,Africa,2018,,1295265310.0,,coal_cons_per_capita,903.393,coal,cons,kilowatt-hours,coal
13871,Africa,2019,,1327701380.0,,coal_cons_per_capita,931.14,coal,cons,kilowatt-hours,coal
13872,Africa,2020,,1360677453.0,,coal_cons_per_capita,878.363,coal,cons,kilowatt-hours,coal
13873,Africa,2021,,1393676724.0,,coal_cons_per_capita,859.546,coal,cons,kilowatt-hours,coal
13874,Africa,2022,,1426736614.0,,coal_cons_per_capita,802.44,coal,cons,kilowatt-hours,coal
13948,Antarctica,2013,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13949,Antarctica,2014,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13950,Antarctica,2015,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13951,Antarctica,2016,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13952,Antarctica,2017,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13953,Antarctica,2018,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13954,Antarctica,2019,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13955,Antarctica,2020,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13956,Antarctica,2021,ATA,,,coal_cons_per_capita,,coal,cons,kilowatt-hours,coal
13997,Asia,2013,,4365286895.0,,coal_cons_per_capita,7358.817,coal,cons,kilowatt-hours,coal
13998,Asia,2014,,4412496398.0,,coal_cons_per_capita,7393.554,coal,cons,kilowatt-hours,coal
13999,Asia,2015,,4458250376.0,,coal_cons_per_capita,7236.895,coal,cons,kilowatt-hours,coal
14000,Asia,2016,,4502955714.0,,coal_cons_per_capita,7074.56,coal,cons,kilowatt-hours,coal
14001,Asia,2017,,4547095064.0,,coal_cons_per_capita,7170.812,coal,cons,kilowatt-hours,coal
14002,Asia,2018,,4588802751.0,,coal_cons_per_capita,7321.169,coal,cons,kilowatt-hours,coal
14003,Asia,2019,,4627738749.0,,coal_cons_per_capita,7435.273,coal,cons,kilowatt-hours,coal
14004,Asia,2020,,4663086623.0,,coal_cons_per_capita,7374.31,coal,cons,kilowatt-hours,coal
14005,Asia,2021,,4693332132.0,,coal_cons_per_capita,7680.228,coal,cons,kilowatt-hours,coal
14006,Asia,2022,,4721383370.0,,coal_cons_per_capita,7762.837,coal,cons,kilowatt-hours,coal
14669,Europe,2013,,741180502.0,,coal_cons_per_capita,6882.779,coal,cons,kilowatt-hours,coal
14670,Europe,2014,,742190861.0,,coal_cons_per_capita,6387.842,coal,cons,kilowatt-hours,coal
14671,Europe,2015,,743294457.0,,coal_cons_per_capita,6232.651,coal,cons,kilowatt-hours,coal
14672,Europe,2016,,744516175.0,,coal_cons_per_capita,5934.136,coal,cons,kilowatt-hours,coal
14673,Europe,2017,,745657647.0,,coal_cons_per_capita,5658.063,coal,cons,kilowatt-hours,coal
14674,Europe,2018,,746577709.0,,coal_cons_per_capita,5562.343,coal,cons,kilowatt-hours,coal
14675,Europe,2019,,747418251.0,,coal_cons_per_capita,4806.172,coal,cons,kilowatt-hours,coal
14676,Europe,2020,,747462669.0,,coal_cons_per_capita,4160.729,coal,cons,kilowatt-hours,coal
14677,Europe,2021,,746417727.0,,coal_cons_per_capita,4525.45,coal,cons,kilowatt-hours,coal
14678,Europe,2022,,744806995.0,,coal_cons_per_capita,4528.226,coal,cons,kilowatt-hours,coal
15668,North America,2013,,560056144.0,,coal_cons_per_capita,9697.806,coal,cons,kilowatt-hours,coal
15669,North America,2014,,565486685.0,,coal_cons_per_capita,9565.783,coal,cons,kilowatt-hours,coal
15670,North America,2015,,570726015.0,,coal_cons_per_capita,8258.373,coal,cons,kilowatt-hours,coal
15671,North America,2016,,576008328.0,,coal_cons_per_capita,7537.167,coal,cons,kilowatt-hours,coal
15672,North America,2017,,581258143.0,,coal_cons_per_capita,7347.196,coal,cons,kilowatt-hours,coal
15673,North America,2018,,585864285.0,,coal_cons_per_capita,6909.32,coal,cons,kilowatt-hours,coal
15674,North America,2019,,590497015.0,,coal_cons_per_capita,5924.844,coal,cons,kilowatt-hours,coal
15675,North America,2020,,594263186.0,,coal_cons_per_capita,4716.758,coal,cons,kilowatt-hours,coal
15676,North America,2021,,597123384.0,,coal_cons_per_capita,5283.647,coal,cons,kilowatt-hours,coal
15677,North America,2022,,600323657.0,,coal_cons_per_capita,4931.915,coal,cons,kilowatt-hours,coal
15797,Oceania,2013,,39057783.0,,coal_cons_per_capita,13931.139,coal,cons,kilowatt-hours,coal
15798,Oceania,2014,,39729340.0,,coal_cons_per_capita,13551.653,coal,cons,kilowatt-hours,coal
15799,Oceania,2015,,40403644.0,,coal_cons_per_capita,13787.98,coal,cons,kilowatt-hours,coal
15800,Oceania,2016,,41101240.0,,coal_cons_per_capita,13475.467,coal,cons,kilowatt-hours,coal
15801,Oceania,2017,,41817267.0,,coal_cons_per_capita,12819.162,coal,cons,kilowatt-hours,coal
15802,Oceania,2018,,42540030.0,,coal_cons_per_capita,12330.857,coal,cons,kilowatt-hours,coal
15803,Oceania,2019,,43278474.0,,coal_cons_per_capita,11623.323,coal,cons,kilowatt-hours,coal
15804,Oceania,2020,,43933757.0,,coal_cons_per_capita,11012.506,coal,cons,kilowatt-hours,coal
15805,Oceania,2021,,44492065.0,,coal_cons_per_capita,10582.467,coal,cons,kilowatt-hours,coal
15806,Oceania,2022,,45038860.0,,coal_cons_per_capita,9808.243,coal,cons,kilowatt-hours,coal
16169,South America,2013,,405147963.0,,coal_cons_per_capita,903.273,coal,cons,kilowatt-hours,coal
16170,South America,2014,,409128901.0,,coal_cons_per_capita,936.178,coal,cons,kilowatt-hours,coal
16171,South America,2015,,413134461.0,,coal_cons_per_capita,908.886,coal,cons,kilowatt-hours,coal
16172,South America,2016,,417101806.0,,coal_cons_per_capita,861.243,coal,cons,kilowatt-hours,coal
16173,South America,2017,,420982650.0,,coal_cons_per_capita,846.569,coal,cons,kilowatt-hours,coal
16174,South America,2018,,424740741.0,,coal_cons_per_capita,815.407,coal,cons,kilowatt-hours,coal
16175,South America,2019,,428318218.0,,coal_cons_per_capita,788.844,coal,cons,kilowatt-hours,coal
16176,South America,2020,,431530105.0,,coal_cons_per_capita,696.871,coal,cons,kilowatt-hours,coal
16177,South America,2021,,434254167.0,,coal_cons_per_capita,768.141,coal,cons,kilowatt-hours,coal
16178,South America,2022,,436816679.0,,coal_cons_per_capita,648.676,coal,cons,kilowatt-hours,coal
16634,Africa,2013,,1140180888.0,,coal_consumption,1132.152,coal,consumption,terawatt-hours,coal
16635,Africa,2014,,1170299297.0,,coal_consumption,1185.709,coal,consumption,terawatt-hours,coal
16636,Africa,2015,,1201108186.0,,coal_consumption,1123.271,coal,consumption,terawatt-hours,coal
16637,Africa,2016,,1232111820.0,,coal_consumption,1191.6,coal,consumption,terawatt-hours,coal
16638,Africa,2017,,1263333997.0,,coal_consumption,1192.761,coal,consumption,terawatt-hours,coal
16639,Africa,2018,,1295265310.0,,coal_consumption,1170.133,coal,consumption,terawatt-hours,coal
16640,Africa,2019,,1327701380.0,,coal_consumption,1236.276,coal,consumption,terawatt-hours,coal
16641,Africa,2020,,1360677453.0,,coal_consumption,1195.168,coal,consumption,terawatt-hours,coal
16642,Africa,2021,,1393676724.0,,coal_consumption,1197.929,coal,consumption,terawatt-hours,coal
16643,Africa,2022,,1426736614.0,,coal_consumption,1144.871,coal,consumption,terawatt-hours,coal
16717,Antarctica,2013,ATA,,,coal_consumption,,coal,consumption,terawatt-hours,coal
16718,Antarctica,2014,ATA,,,coal_consumption,,coal,consumption,terawatt-hours,coal
16719,Antarctica,2015,ATA,,,coal_consumption,,coal,consumption,terawatt-hours,coal
16720,Antarctica,2016,ATA,,,coal_consumption,,coal,consumption,terawatt-hours,coal
16721,Antarctica,2017,ATA,,,coal_consumption,,coal,consumption,terawatt-hours,coal
16722,Antarctica,2018,ATA,,,coal_consumption,,coal,consumption,terawatt-hours,coal
